first_name, last_name, email        , gender     , Credit_Card, card_type                , money     , bank_name                                                                                                         , occupation                          , race                                             , university                                                                          , latitude, longtidue   , Country                         , street_address
*         , *        , ****@****.uk , Female     , *          , maestro                  , $238.39   , FIRST BANK & TRUST                                                                                                , Associate Professor                 , Ute                                              , Universitas Darma Persada                                                           , -3.1    , 104.204716  , Indonesia                       , *
*         , *        , ****@****.org, Male       , *          , diners-club-carte-blanche, $894195.43, WELLS FARGO BANK                                                                                                  , Account Coordinator                 , Tongan                                           , Universitas Surabaya                                                                , -7.7    , 112.2771485 , Indonesia                       , *
*         , *        , ****@****.com, Polygender , *          , jcb                      , $734494.73, "PIONEER BANK, SSB"                                                                                               , Financial Analyst                   , Cherokee                                         , Catholic University of Pusan                                                        , 35.2    , 129.0756416 , South Korea                     , *
*         , *        , ****@****.com, Non-binary , *          , jcb                      , $293424.43, PEOPLES BANK                                                                                                      , Software Engineer I                 , Ecuadorian                                       , Pyongyang University of Science and Technology                                      , 38.2    , 125.750504  , North Korea                     , *
*         , *        , ****@****.org, Female     , *          , visa-electron            , $122563.51, LIBERTY BANK                                                                                                      , Quality Engineer                    , Mexican                                          , Centro Universitário Barao de Maua                                                  , -22.0   , -51.6528409 , Brazil                          , *
*         , *        , ****@****.com, Female     , *          , visa                     , $463347.81, CITIZENS BANK                                                                                                     , Senior Cost Accountant              , White                                            , Universitas Bojonegoro                                                              , -6.9    , 107.5593913 , Indonesia                       , *
*         , *        , ****@****.com, Female     , *          , instapayment             , $413827.73, BANCO POPULAR                                                                                                     , Human Resources Manager             , Mexican                                          , Linköping University                                                                , 56.8    , 16.0279817  , Sweden                          , *
*         , *        , ****@****.com, Male       , *          , solo                     , $773306.56, VR-Bank Rottal-Inn eG                                                                                             , Chief Design Engineer               , Polynesian                                       , Universitas Bhayangkara Surabaya                                                    , -7.6    , 111.0460407 , Indonesia                       , *
*         , *        , ****@****.com, Polygender , *          , visa-electron            , $3116.75  , BRANCH BANKING & TRUST COMPANY                                                                                    , VP Product Management               , Honduran                                         , Dongbei University of Finance And Economics                                         , 50.7    , -1.1547612  , China                           , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $698995.89, FIRST NATIONAL BANK                                                                                               , Structural Engineer                 , Apache                                           , Baker College of Cadillac                                                           , 33.8    , -118.3520389, United States                   , *
*         , *        , ****@****.uk , Male       , *          , instapayment             , $873574.22, PEOPLES BANK                                                                                                      , Product Engineer                    , Chamorro                                         , Universidad del Istmo                                                               , 14.9    , -91.5431764 , Guatemala                       , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $555320.20, Banque populaire Alsace Lorraine Champagne                                                                        , Dental Hygienist                    , Malaysian                                        , University of Dubrovnik                                                             , 45.4    , 13.6589423  , Croatia                         , *
*         , *        , ****@****.gov, Female     , *          , jcb                      , $769606.88, Zweckverbandssparkasse der Stadt Bergkamen und der Gemeinde Bönen (Sparkasse Bergkamen-Bönen)                     , Chief Design Engineer               , Guamanian                                        , FAAP - Fundação Armando Alvares Penteado                                            , -5.2    , -40.6695522 , Brazil                          , *
*         , *        , ****@****.jp , Male       , *          , jcb                      , $740870.91, FIL Fondsbank GmbH                                                                                                , Staff Scientist                     , Pueblo                                           , Universitas Islam Riau                                                              , -8.2    , 114.9724513 , Indonesia                       , *
*         , *        , ****@****.com, Female     , *          , bankcard                 , $599404.06, CITIZENS BANK                                                                                                     , VP Sales                            , American Indian and Alaska Native (AIAN)         , Universidad Nacional Agraria de la Selva                                            , -7.2    , -79.4760133 , Peru                            , *
*         , *        , ****@****.net, Female     , *          , mastercard               , $644070.64, Hamburg Commercial Bank AG                                                                                        , Database Administrator I            , Salvadoran                                       , University of Bohol                                                                 , 10.0    , 122.750324  , Philippines                     , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $490989.74, UMB                                                                                                               , Social Worker                       , Filipino                                         , Tokai Gakuen University                                                             , 35.4    , 139.3722959 , Japan                           , *
*         , *        , ****@****.com, Female     , *          , mastercard               , $904136.70, BANNER BANK                                                                                                       , Information Systems Manager         , Sri Lankan                                       , Universidad Ricardo Palma                                                           , -4.9    , -81.0368211 , Peru                            , *
*         , *        , ****@****.com, Female     , *          , bankcard                 , $225038.49, COMPASS BANK                                                                                                      , Engineer IV                         , American Indian and Alaska Native (AIAN)         , Université Abdelmalek Essadi                                                        , 34.6    , -5.3710551  , Morocco                         , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $427659.51, BANCA DEL PIEMONTE S.P.A.                                                                                         , Graphic Designer                    , Chilean                                          , Leyte Normal University                                                             , 9.6     , 123.8536209 , Philippines                     , *
*         , *        , ****@****.com, Male       , *          , mastercard               , $983685.79, "Caixa de Crédito Agrícola Mútuo de Mafra, CRL"                                                                   , Professor                           , Honduran                                         , Norwegian School of Management BI                                                   , 59.9    , 10.7533605  , Norway                          , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $955401.01, BNP Paribas Fortis                                                                                                , Account Coordinator                 , Lumbee                                           , Technical University of Liberec                                                     , 50.2    , 12.5505533  , Czech Republic                  , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $994547.00, CAPITAL ONE                                                                                                       , Structural Engineer                 , Honduran                                         , Instituto Politécnico de Santarém                                                   , 38.8    , -9.3430272  , Portugal                        , *
*         , *        , ****@****.com, Female     , *          , visa-electron            , $668915.24, VR SüdBank eG                                                                                                     , Staff Accountant III                , Alaska Native                                    , Polytechnic University of Tirane                                                    , 42.0    , 19.94522    , Albania                         , *
*         , *        , ****@****.com, Female     , *          , china-unionpay           , $436329.02, BANCO BPM SOCIETA' PER AZIONI                                                                                     , Recruiting Manager                  , Pueblo                                           , Northwest Polytechnical University Xi'an                                            , 28.2    , 120.482198  , China                           , *
*         , *        , ****@****.edu, Male       , *          , switch                   , $891368.74, BKS Bank AG                                                                                                       , Biostatistician IV                  , Uruguayan                                        , An-Najah National University                                                        , 32.5    , 35.22752    , Palestinian Territory           , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $22107.58 , COMMERCIAL BANK                                                                                                   , Staff Accountant I                  , Shoshone                                         , Universidad del Aconcagua                                                           , -31.3   , -64.3060567 , Argentina                       , *
*         , *        , ****@****.gov, Male       , *          , jcb                      , $515000.77, FIRST NATIONAL BANK                                                                                               , Help Desk Operator                  , Filipino                                         , Universidad Anáhuac del Sur                                                         , 19.4    , -99.1532952 , Mexico                          , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $487899.70, FIRST NATIONAL BANK                                                                                               , Technical Writer                    , Filipino                                         , Phranakhon Si Ayutthaya Rajabhat University                                         , 16.1    , 103.5899733 , Thailand                        , *
*         , *        , ****@****.com, Male       , *          , mastercard               , $582343.41, FIFTH THIRD BANK                                                                                                  , Analyst Programmer                  , Cuban                                            , Swedish University of Agricultural Sciences                                         , 59.9    , 17.6418492  , Sweden                          , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $946937.90, BKS Bank AG                                                                                                       , Developer I                         , Thai                                             , University of Ostrava                                                               , 48.8    , 16.0657342  , Czech Republic                  , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $89074.89 , Lloyds Bank GmbH                                                                                                  , Senior Editor                       , Pima                                             , South Dakota State University                                                       , 43.1    , -87.9383822 , United States                   , *
*         , *        , ****@****.jp , Male       , *          , instapayment             , $214262.46, FIRST FINANCIAL BANK                                                                                              , VP Product Management               , Cheyenne                                         , The Superior College                                                                , 33.6    , 71.4915293  , Pakistan                        , *
*         , *        , ****@****.jp , Female     , *          , switch                   , $998203.79, PINNACLE BANK                                                                                                     , Chemical Engineer                   , Yuman                                            , Gollis University                                                                   , 10.7    , 43.946063   , Somalia                         , *
*         , *        , ****@****.net, Female     , *          , switch                   , $966168.32, CA INDOSUEZ                                                                                                       , Senior Financial Analyst            , Ute                                              , University of the Free State                                                        , -26.4   , 27.3914185  , South Africa                    , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $607428.80, De Lage Landen International B.V.                                                                                 , Software Test Engineer I            , Spaniard                                         , University of Asia and the Pacific                                                  , 14.3    , 122.6794094 , Philippines                     , *
*         , *        , ****@****.ch , Female     , *          , maestro                  , $934367.93, NBH BANK                                                                                                          , Cost Accountant                     , Salvadoran                                       , Huaihua Medical College                                                             , 5.3     , 103.1358    , China                           , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $899289.58, CORNERSTONE BANK                                                                                                  , Staff Accountant IV                 , Spaniard                                         , Bulacan State University                                                            , 7.6     , 125.7343514 , Philippines                     , *
*         , *        , ****@****.uk , Female     , *          , bankcard                 , $150830.50, Lombard Odier (Europe) S.A.                                                                                       , Nurse                               , Asian Indian                                     , Silesian University                                                                 , 49.3    , 15.4432354  , Czech Republic                  , *
*         , *        , ****@****.com, Female     , *          , americanexpress          , $383536.81, CAPITAL BANK                                                                                                      , Environmental Specialist            , Pueblo                                           , Tibet Agricultural and Animal Husbandry College                                     , 22.8    , 113.293359  , China                           , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $841889.80, BANK OF AMERICA                                                                                                   , Research Assistant II               , Ute                                              , "Institute of Management Sciences, Lahore (IMS)"                                    , 29.9    , 69.1823141  , Pakistan                        , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $929389.08, BANCO BPM SOCIETA' PER AZIONI                                                                                     , Internal Auditor                    , Pima                                             , Shantou University                                                                  , 30.2    , 115.429626  , China                           , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $782199.57, FIRST CITIZENS BANK & TRUST COMPANY                                                                               , Software Engineer IV                , Cuban                                            , Copperbelt University                                                               , -13.6   , 29.3889082  , Zambia                          , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $63267.04 , State Street Bank International GmbH                                                                              , Electrical Engineer                 , Melanesian                                       , Universidad de San Pedro Sula                                                       , 15.7    , -87.8991514 , Honduras                        , *
*         , *        , ****@****.org, Male       , *          , jcb                      , $39490.40 , CITIBANK                                                                                                          , Geologist IV                        , Indonesian                                       , Singidunum University                                                               , 45.6    , 20.0459853  , Serbia                          , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $431556.80, Leipziger Volksbank eG                                                                                            , Senior Financial Analyst            , Native Hawaiian and Other Pacific Islander (NHPI), Universitas Islam Riau                                                              , -8.4    , 120.3031871 , Indonesia                       , *
*         , *        , ****@****.com, Female     , *          , diners-club-carte-blanche, $145255.54, "Banco de Depósitos, S.A."                                                                                        , Senior Developer                    , Argentinian                                      , Sri Lanka Institute of Information Technology (SLIT)                                , 7.0     , 79.9310946  , Sri Lanka                       , *
*         , *        , ****@****.com, Genderqueer, *          , jcb                      , $638230.20, GREAT WESTERN BANK                                                                                                , Financial Advisor                   , Tlingit-Haida                                    , Instituto Mauá de Tecnologia                                                        , -8.2    , -35.5677787 , Brazil                          , *
*         , *        , ****@****.com, Female     , *          , maestro                  , $989673.46, UNITED COMMUNITY BANK                                                                                             , Desktop Support Technician          , American Indian                                  , Gdansk Management College                                                           , 52.5    , 17.6844943  , Poland                          , *
*         , *        , ****@****.gov, Bigender   , *          , diners-club-us-ca        , $836544.33, FIRST BANK & TRUST                                                                                                , Senior Editor                       , Cambodian                                        , "Academy of Performing Arts, Film and TV Fakulty"                                   , 49.7    , 14.7772237  , Czech Republic                  , *
*         , *        , ****@****.com, Female     , *          , switch                   , $874898.47, BANCA NAZIONALE DEL LAVORO S.P.A. (IN FORMA CONTRATTA BNL S.P.A.)                                                 , Media Manager I                     , South American                                   , Tongji Medical University                                                           , 27.7    , 118.79264   , China                           , *
*         , *        , ****@****.com, Male       , *          , mastercard               , $415218.92, SIMMONS FIRST NATL BK                                                                                             , Computer Systems Analyst IV         , Indonesian                                       , Uganda Martyr's University                                                          , 2.3     , 33.3486147  , Uganda                          , *
*         , *        , ****@****.gov, Female     , *          , jcb                      , $265132.87, Volksbank Raiffeisenbank Nordoberpfalz eG                                                                         , Senior Developer                    , Yaqui                                            , Sinai University                                                                    , 27.0    , 31.3189319  , Egypt                           , *
*         , *        , ****@****.cn , Female     , *          , jcb                      , $487706.27, UNITED BANK                                                                                                       , Assistant Manager                   , Choctaw                                          , Prince of Songkla University                                                        , 14.1    , 100.5071143 , Thailand                        , *
*         , *        , ****@****.com, Agender    , *          , jcb                      , $706260.84, SPARKASSE FRANKENMARKT AKTIENGESELLSCHAFT                                                                         , Staff Accountant II                 , Spaniard                                         , Cheljabinsk State University                                                        , 43.0    , 46.632565   , Russia                          , *
*         , *        , ****@****.jp , Male       , *          , jcb                      , $252291.86, COMMUNITY FIRST BANK                                                                                              , Social Worker                       , Laotian                                          , Moscow University Touro                                                             , 55.9    , 37.4008401  , Russia                          , *
*         , *        , ****@****.uk , Male       , *          , diners-club-us-ca        , $675286.57, KEY BANK                                                                                                          , Speech Pathologist                  , Native Hawaiian and Other Pacific Islander (NHPI), Universidad San Martin de Porres                                                    , -10.1   , -77.4       , Peru                            , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $451799.98, FIRST NATIONAL BANK                                                                                               , Research Assistant I                , Peruvian                                         , "Universitas Pembangunan Nasional ""Veteran"" East Java"                            , -8.1    , 115.0596    , Indonesia                       , *
*         , *        , ****@****.net, Polygender , *          , jcb                      , $714063.82, Ignalinos kredito unija                                                                                           , Professor                           , Alaskan Athabascan                               , Universidad de La Frontera                                                          , -37.5   , -72.3612251 , Chile                           , *
*         , *        , ****@****.com, Female     , *          , americanexpress          , $149717.04, BANCO BPM SOCIETA' PER AZIONI                                                                                     , Marketing Assistant                 , Lumbee                                           , Qinghai Normal University                                                           , 22.8    , 107.840624  , China                           , *
*         , *        , ****@****.com, Female     , *          , diners-club-enroute      , $53564.44 , RENASANT BANK                                                                                                     , Financial Analyst                   , Choctaw                                          , International Institute for Higher Education                                        , 35.6    , -5.2841177  , Morocco                         , *
*         , *        , ****@****.gov, Non-binary , *          , jcb                      , $112618.58, Volksbank Rathenow eG                                                                                             , Accountant IV                       , Yuman                                            , Misamis University                                                                  , 17.9    , 120.441747  , Philippines                     , *
*         , *        , ****@****.com, Male       , *          , switch                   , $355737.76, CITIZENS NATIONAL BANK                                                                                            , Sales Associate                     , Asian                                            , Université d'Antananarivo                                                           , -15.7   , 46.3336857  , Madagascar                      , *
*         , *        , ****@****.org, Male       , *          , china-unionpay           , $408433.05, Marginalen Bank Bankaktiebolag                                                                                    , Financial Advisor                   , Taiwanese                                        , Universidade São Francisco                                                          , -20.7   , -44.8256777 , Brazil                          , *
*         , *        , ****@****.net, Female     , *          , jcb                      , $470381.46, FIRST NATIONAL BANK                                                                                               , Assistant Media Planner             , Vietnamese                                       , Bayero University Kano                                                              , 10.5    , 7.4165053   , Nigeria                         , *
*         , *        , ****@****.com, Male       , *          , maestro                  , $460575.84, BMO HARRIS BANK                                                                                                   , Research Nurse                      , Kiowa                                            , Institut Supérieur de Gestion de Tunis                                              , 36.8    , 10.184999   , Tunisia                         , *
*         , *        , ****@****.com, Male       , *          , diners-club-enroute      , $928794.86, FIFTH THIRD BANK                                                                                                  , Chief Design Engineer               , Sioux                                            , Université Abdou Moumouni de Niamey                                                 , 13.0    , 8.9079782   , Niger                           , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $100108.67, CITIZENS BANK                                                                                                     , Help Desk Operator                  , Sioux                                            , Warsaw School of Economics                                                          , 50.4    , 22.7432687  , Poland                          , *
*         , *        , ****@****.com, Male       , *          , visa-electron            , $650477.34, Raiffeisenbank Strücklingen-Idafehn eG                                                                            , Engineer III                        , Ute                                              , Pedagogical University of Czestochowa                                               , 53.0    , 23.6062185  , Poland                          , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $705847.21, BANCORPSOUTH                                                                                                      , Design Engineer                     , Puerto Rican                                     , Polish Open University in Warsaw (WSZ/POU)                                          , 53.4    , 21.5480129  , Poland                          , *
*         , *        , ****@****.cz , Male       , *          , jcb                      , $35877.59 , Banque fédérative du crédit mutuel                                                                                , Engineer IV                         , Shoshone                                         , Moscow University Touro                                                             , 56.6    , 85.1026739  , Russia                          , *
*         , *        , ****@****.jp , Male       , *          , jcb                      , $584765.69, BANCA DON RIZZO - CREDITO COOPERATIVO DELLA SICILIA OCCIDENTALE - SOCIETA' COOPERATIVA                            , Civil Engineer                      , Puerto Rican                                     , Vladimir State University                                                           , 60.3    , 47.0835378  , Russia                          , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $48920.29 , Raiffeisenbank Elbmarsch eG                                                                                       , Geological Engineer                 , Cheyenne                                         , Universitas Sanata Dharma                                                           , -6.2    , 107.1071    , Indonesia                       , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $494507.05, BANCO BPM SOCIETA' PER AZIONI                                                                                     , Occupational Therapist              , Ute                                              , Tomsk State University of Architecture and Building                                 , 62.1    , 49.5698112  , Russia                          , *
*         , *        , ****@****.uk , Male       , *          , china-unionpay           , $787802.87, PEOPLES BANK                                                                                                      , VP Quality Control                  , Chilean                                          , Royal lnstitute of Technology                                                       , 57.8    , 14.2483538  , Sweden                          , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $328198.26, PNC BANK                                                                                                          , Sales Representative                , Osage                                            , Universidad Metropolitana de Honduras                                               , 13.1    , -86.9949372 , Honduras                        , *
*         , *        , ****@****.com, Female     , *          , visa-electron            , $286294.92, CENTENNIAL BANK                                                                                                   , General Manager                     , Honduran                                         , Gansu University of Technology                                                      , 31.6    , 106.005046  , China                           , *
*         , *        , ****@****.com, Male       , *          , switch                   , $592012.00, ProCredit Bank S.A                                                                                                , Mechanical Systems Engineer         , Venezuelan                                       , Shenyang Polytechnic University                                                     , 43.4    , 126.330439  , China                           , *
*         , *        , ****@****.jp , Male       , *          , jcb                      , $876686.20, Caisse régionale de crédit agricole mutuel de la Réunion                                                          , Physical Therapy Assistant          , Shoshone                                         , Universitas Bhayangkara Surabaya                                                    , -8.3    , 113.5371368 , Indonesia                       , *
*         , *        , ****@****.com, Bigender   , *          , china-unionpay           , $464070.02, Trade Republic Bank GmbH                                                                                          , Administrative Officer              , Kiowa                                            , University of Fort Hare                                                             , -27.7   , 23.0367512  , South Africa                    , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $152451.52, Raiffeisenbank Region Baden eGen                                                                                  , Health Coach II                     , Paiute                                           , Universidad de Norteamerica                                                         , 24.4    , -104.1175578, Mexico                          , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $16765.78 , REGIONS BANK                                                                                                      , Structural Engineer                 , Cree                                             , Imo State University                                                                , 6.5     , 3.3792057   , Nigeria                         , *
*         , *        , ****@****.com, Female     , *          , switch                   , $79798.73 , CITIZENS BANK                                                                                                     , Structural Engineer                 , Spaniard                                         , Mongolian National University                                                       , 48.6    , 97.61861    , Mongolia                        , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $347402.56, BANK OF INDIA                                                                                                     , Nuclear Power Engineer              , Cree                                             , Agricultural University of Athens                                                   , 37.5    , 23.013113   , Greece                          , *
*         , *        , ****@****.uk , Non-binary , *          , bankcard                 , $10833.07 , BRANCH BANKING & TRUST COMPANY                                                                                    , Physical Therapy Assistant          , Yakama                                           , Bangkok University                                                                  , 16.3    , 102.6905326 , Thailand                        , *
*         , *        , ****@****.com, Male       , *          , diners-club-enroute      , $458511.13, Raiffeisenbank Serfaus-Fiss-Ried-Nauders eGen                                                                     , Junior Executive                    , Delaware                                         , "Universidad de Puerto Rico, Bayamon"                                               , 18.1    , -66.6395219 , Puerto Rico                     , *
*         , *        , ****@****.com, Genderfluid, *          , visa-electron            , $881102.93, FIRST CITIZENS BANK & TRUST COMPANY                                                                               , Chief Design Engineer               , Thai                                             , Chongqing University of Technology                                                  , 30.5    , 117.062623  , China                           , *
*         , *        , ****@****.de , Male       , *          , visa                     , $844430.74, BANCA SELLA HOLDING S.P.A.                                                                                        , Librarian                           , Shoshone                                         , Liaocheng Teachers University                                                       , 35.6    , 118.45146   , China                           , *
*         , *        , ****@****.au , Male       , *          , mastercard               , $386392.10, Sparkasse Lüneburg                                                                                                , Help Desk Operator                  , Paraguayan                                       , Columbia International University                                                   , 35.5    , -97.4996835 , United States                   , *
*         , *        , ****@****.net, Female     , *          , bankcard                 , $652787.94, VR Bank Heilbronn Schwäbisch Hall eG                                                                              , Social Worker                       , Sri Lankan                                       , Instituto Tecnológico de Celaya                                                     , 16.8    , -99.3883874 , Mexico                          , *
*         , *        , ****@****.es , Male       , *          , maestro                  , $514886.01, WELLS FARGO BANK                                                                                                  , Operator                            , Micronesian                                      , Hunan Agricultural University                                                       , 36.1    , 111.518975  , China                           , *
*         , *        , ****@****.com, Female     , *          , americanexpress          , $951551.01, COMMUNITY BANK                                                                                                    , Professor                           , Pueblo                                           , Qingdao University of Science and Technology                                        , 28.4    , 115.360554  , China                           , *
*         , *        , ****@****.com, Female     , *          , diners-club-carte-blanche, $529289.08, Clearstream Banking Aktiengesellschaft                                                                            , Operator                            , Choctaw                                          , Universidade Atlântica                                                              , 40.1    , -7.6602365  , Portugal                        , *
*         , *        , ****@****.ca , Female     , *          , jcb                      , $222758.83, CITIZENS BANK                                                                                                     , Accounting Assistant IV             , Panamanian                                       , Universidade Fernando Pessoa                                                        , 39.1    , -7.5865443  , Portugal                        , *
*         , *        , ****@****.edu, Female     , *          , jcb                      , $587386.73, Aktiebolaget Svensk Exportkredit                                                                                  , Operator                            , Eskimo                                           , Central Philippine University                                                       , 17.4    , 120.4571858 , Philippines                     , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $83511.68 , WELLS FARGO BANK                                                                                                  , Chemical Engineer                   , Blackfeet                                        , Instituto Politécnico de Setúbal                                                    , 40.9    , -8.4460592  , Portugal                        , *
*         , *        , ****@****.com, Male       , *          , china-unionpay           , $846050.45, US BANK                                                                                                           , Editor                              , Native Hawaiian and Other Pacific Islander (NHPI), Harbin University of Science and Technology                                         , 29.9    , 121.4589773 , China                           , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $750425.76, INTERNATIONAL BANK OF COMMERCE                                                                                    , Assistant Manager                   , Chinese                                          , Al-Eman University                                                                  , 13.3    , 43.50993    , Yemen                           , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $918489.21, CITIZENS BANK                                                                                                     , Geologist III                       , Yuman                                            , 4th Military Medical University                                                     , 32.1    , 118.796877  , China                           , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $201448.00, "Bank Spółdzielczy ""MAZOWSZE"" w Płocku"                                                                         , Programmer Analyst III              , Native Hawaiian                                  , University of Primorska                                                             , 45.7    , 14.1960581  , Slovenia                        , *
